epoch,cat_acc,loss,plate_acc,plate_len_acc,top_3_k,val_cat_acc,val_loss,val_plate_acc,val_plate_len_acc,val_top_3_k
31,0.9642602801322937,0.11238090693950653,0.7605975270271301,0.9292896389961243,0.9953944087028503,0.9757254123687744,0.0850607231259346,0.8470982313156128,0.947265625,0.998242199420929
32,0.9663857817649841,0.10466482490301132,0.771592915058136,0.9349802136421204,0.9958826899528503,0.9767020344734192,0.08264821022748947,0.8510044813156128,0.947265625,0.9984375238418579
33,0.9695734977722168,0.09792249649763107,0.7868803143501282,0.9420573115348816,0.9968834519386292,0.9778738617897034,0.0806349664926529,0.8588169813156128,0.947265625,0.9984375238418579
34,0.9657346606254578,0.10162603855133057,0.7680121064186096,0.9265287518501282,0.9962648749351501,0.9776785969734192,0.07840472459793091,0.8588169813156128,0.94921875,0.9984375238418579
35,0.9697121977806091,0.09721913933753967,0.7945240139961243,0.9450713992118835,0.9959802627563477,0.9778738617897034,0.07647072523832321,0.8568638563156128,0.953125,0.9986327886581421
36,0.9695830345153809,0.09211252629756927,0.7945361137390137,0.9390552639961243,0.9966314435005188,0.9820312261581421,0.0741884633898735,0.900390625,0.951171875,0.9988281726837158
37,0.9702329635620117,0.09462350606918335,0.7968870997428894,0.9440948367118835,0.9963058829307556,0.983203113079071,0.07276108860969543,0.908203125,0.953125,0.9990234375
38,0.9723487496376038,0.0851425975561142,0.8054350018501282,0.9389708638191223,0.9974127411842346,0.983203113079071,0.0708487406373024,0.91015625,0.953125,0.9990234375
39,0.9723729491233826,0.08497561514377594,0.8150318264961243,0.9341724514961243,0.9978189468383789,0.9835937023162842,0.06923241913318634,0.91015625,0.955078125,0.9990234375
40,0.9733495712280273,0.08304495364427567,0.8164183497428894,0.947350025177002,0.9972982406616211,0.9841797351837158,0.06740881502628326,0.91015625,0.95703125,0.9990234375
41,0.9726575016975403,0.08572380989789963,0.8082802891731262,0.9420573115348816,0.9975259900093079,0.984375,0.06586994230747223,0.91015625,0.9609375,0.999218761920929
42,0.9729843139648438,0.08305371552705765,0.8147063255310059,0.9475911259651184,0.997063159942627,0.984179675579071,0.06475313752889633,0.908203125,0.9609375,0.999218761920929
43,0.9738728404045105,0.0803002268075943,0.8191912770271301,0.9516661763191223,0.9976971745491028,0.984570324420929,0.06316236406564713,0.91015625,0.9609375,0.999218761920929
44,0.9747504591941833,0.07618734985589981,0.8265938758850098,0.9496286511421204,0.9976322054862976,0.9859374761581421,0.061447225511074066,0.919921875,0.962890625,0.999218761920929
45,0.9743766784667969,0.07980130612850189,0.8204089999198914,0.9480854868888855,0.9966640472412109,0.9857422113418579,0.06006795912981033,0.921875,0.9609375,0.9990234375
46,0.9766783118247986,0.07424845546483994,0.8396146893501282,0.9490620493888855,0.99811190366745,0.986328125,0.05922575667500496,0.92578125,0.9609375,0.999218761920929
47,0.9764587879180908,0.07425374537706375,0.8331887125968933,0.9474344253540039,0.997753918170929,0.9869140386581421,0.05867944285273552,0.927734375,0.96484375,0.9990234375
48,0.9778332114219666,0.06882169842720032,0.8463662266731262,0.9480854868888855,0.9977623820304871,0.9867187738418579,0.05832074582576752,0.927734375,0.96484375,0.9988281726837158
49,0.9765167236328125,0.07135012000799179,0.8331043124198914,0.9574411511421204,0.9972090125083923,0.9865233898162842,0.057280439883470535,0.927734375,0.96484375,0.9988281726837158
50,0.976937472820282,0.07125034183263779,0.8328511118888855,0.9557291865348816,0.9979166388511658,0.986523449420929,0.056038759648799896,0.927734375,0.966796875,0.9990234375
51,0.9791028499603271,0.06479673087596893,0.8434365391731262,0.9534505009651184,0.9981771111488342,0.987109363079071,0.054855577647686005,0.931640625,0.970703125,0.9994140863418579
52,0.9790944457054138,0.0642622709274292,0.8469328880310059,0.9586588740348816,0.9980142116546631,0.987109363079071,0.05356913432478905,0.9296875,0.970703125,0.999218761920929
53,0.9787953495979309,0.06139370799064636,0.8453173637390137,0.9553313255310059,0.9983072280883789,0.9874999523162842,0.05258862301707268,0.93359375,0.970703125,0.999218761920929
54,0.9807713627815247,0.06143425777554512,0.8580849766731262,0.9616729617118835,0.9981770515441895,0.9876953363418579,0.051800452172756195,0.93359375,0.970703125,0.999218761920929
55,0.9788675904273987,0.0657598003745079,0.8499469757080078,0.9603708386421204,0.9984375834465027,0.9878906011581421,0.051246028393507004,0.935546875,0.970703125,0.999218761920929
56,0.9787302017211914,0.06397446990013123,0.8429543375968933,0.9555724263191223,0.9980469346046448,0.9886718392372131,0.05060186982154846,0.9375,0.974609375,0.999218761920929
57,0.979470431804657,0.06219257414340973,0.8564574122428894,0.9599609375,0.9974947571754456,0.9888671636581421,0.050596628338098526,0.939453125,0.974609375,0.9994140863418579
58,0.9787868857383728,0.06452033668756485,0.8468605875968933,0.9563801884651184,0.9981446266174316,0.9886718988418579,0.05030195042490959,0.935546875,0.974609375,0.9994140863418579
59,0.9806423187255859,0.05825258791446686,0.8541064262390137,0.9572844505310059,0.9982025027275085,0.9888671636581421,0.04982525855302811,0.9375,0.974609375,0.9994140863418579
60,0.9814140796661377,0.05687174201011658,0.8603636622428894,0.9675323367118835,0.998209536075592,0.988476574420929,0.04970007762312889,0.93359375,0.974609375,0.9996093511581421
61,0.9812920689582825,0.05699951574206352,0.8645954132080078,0.9636260867118835,0.9976322054862976,0.9886718988418579,0.04973622411489487,0.9375,0.97265625,0.9996093511581421
62,0.9826099872589111,0.057655926793813705,0.8733000755310059,0.9665557742118835,0.9981288909912109,0.989062488079071,0.04968882352113724,0.9375,0.9765625,0.9996093511581421
63,0.9829680323600769,0.05314195901155472,0.8702859878540039,0.9694010615348816,0.99853515625,0.9892578125,0.04934454336762428,0.939453125,0.9765625,0.9994140863418579
64,0.9821951985359192,0.055591706186532974,0.8677662014961243,0.9633005261421204,0.9984374046325684,0.989062488079071,0.04898052662611008,0.9375,0.9765625,0.9994140863418579
65,0.9803480505943298,0.060919083654880524,0.8587360382080078,0.961998462677002,0.9980227947235107,0.989062488079071,0.04875800013542175,0.9375,0.9765625,0.9994140863418579
66,0.9832863211631775,0.05267304182052612,0.8770496249198914,0.9701364636421204,0.9987303614616394,0.9888671636581421,0.04884239286184311,0.935546875,0.9765625,0.9996093511581421
67,0.9833586812019348,0.052695825695991516,0.8765552639961243,0.9661458134651184,0.998958170413971,0.9894530773162842,0.04817641153931618,0.94140625,0.9765625,0.9996093511581421
68,0.9842374324798584,0.04822124168276787,0.8810281753540039,0.969810962677002,0.9985761642456055,0.9892578125,0.04762754961848259,0.939453125,0.978515625,0.9994140863418579
69,0.9827485084533691,0.052269354462623596,0.8746021389961243,0.966881275177002,0.9984700083732605,0.9890625476837158,0.04748539626598358,0.9375,0.978515625,0.9994140863418579
70,0.9828872680664062,0.05055495724081993,0.8774474263191223,0.9679422378540039,0.9988606572151184,0.9898437857627869,0.047398727387189865,0.9375,0.982421875,0.9994140863418579
71,0.984749972820282,0.04991892725229263,0.8846089243888855,0.9762369990348816,0.9986653923988342,0.9898437261581421,0.04756464064121246,0.939453125,0.982421875,0.9994140863418579
72,0.9831163883209229,0.05149439349770546,0.8763985633850098,0.9669656753540039,0.9986327290534973,0.990039050579071,0.047911386936903,0.939453125,0.982421875,0.9994140863418579
73,0.9850357174873352,0.04672732576727867,0.8809558749198914,0.970787525177002,0.9986328482627869,0.9892578125,0.04799356311559677,0.93359375,0.98046875,0.9994140863418579
74,0.9850032329559326,0.04648379236459732,0.8900704383850098,0.9652536511421204,0.998779833316803,0.989453136920929,0.0482310876250267,0.93359375,0.98046875,0.9994140863418579
75,0.9836359620094299,0.05010413005948067,0.8818480372428894,0.9665557742118835,0.9982349872589111,0.9896484613418579,0.04821394383907318,0.9375,0.98046875,0.999218761920929
76,0.9832792282104492,0.0507875457406044,0.8803892135620117,0.970787525177002,0.9982917308807373,0.989453136920929,0.04811419919133186,0.9375,0.978515625,0.9994140863418579
77,0.9832707047462463,0.047922100871801376,0.8755907416343689,0.96875,0.9988039135932922,0.990039050579071,0.0480722114443779,0.939453125,0.982421875,0.999218761920929
78,0.9837914109230042,0.04872063174843788,0.8848621249198914,0.9675323367118835,0.9987629055976868,0.990234375,0.047972969710826874,0.939453125,0.982421875,0.999218761920929
79,0.9846029281616211,0.048906389623880386,0.8821614384651184,0.9742838740348816,0.9986979365348816,0.9906250238418579,0.047882236540317535,0.943359375,0.982421875,0.9990234375
80,0.983774721622467,0.04891924187541008,0.8793282508850098,0.974693775177002,0.9986653327941895,0.9906250238418579,0.047931969165802,0.943359375,0.982421875,0.9990234375
81,0.9841568470001221,0.046911902725696564,0.8769652247428894,0.9704620242118835,0.9987064003944397,0.9904296398162842,0.04738891124725342,0.94140625,0.982421875,0.9990234375
82,0.9856867790222168,0.04387279227375984,0.8915292620658875,0.9733917117118835,0.9988932609558105,0.9906249642372131,0.047642603516578674,0.9453125,0.98046875,0.9990234375
83,0.9854009747505188,0.04569076746702194,0.8868875503540039,0.9743682742118835,0.998958170413971,0.9904296398162842,0.047579288482666016,0.94140625,0.98046875,0.9990234375
84,0.9857193827629089,0.04425317049026489,0.8920958638191223,0.971764087677002,0.9990883469581604,0.990429699420929,0.04727054387331009,0.94140625,0.978515625,0.9990234375
85,0.9849152565002441,0.04329177364706993,0.8822699189186096,0.9685932993888855,0.9987629055976868,0.9900391101837158,0.046946294605731964,0.9375,0.978515625,0.9990234375
86,0.985596239566803,0.04725278168916702,0.8917703628540039,0.972740650177002,0.9988606572151184,0.9898437261581421,0.04685690626502037,0.935546875,0.98046875,0.999218761920929
87,0.9849621653556824,0.04535822570323944,0.8908782005310059,0.9720895886421204,0.9984375834465027,0.989453136920929,0.04687877744436264,0.93359375,0.98046875,0.999218761920929
88,0.9847583174705505,0.04736543819308281,0.8899016380310059,0.9672067761421204,0.9988366961479187,0.9896484613418579,0.04704374447464943,0.935546875,0.98046875,0.999218761920929
89,0.985726535320282,0.04721583425998688,0.8914448618888855,0.974609375,0.9988606572151184,0.9896484613418579,0.04705623537302017,0.935546875,0.98046875,0.999218761920929
90,0.984490692615509,0.0458834245800972,0.8794126510620117,0.9685088992118835,0.9988932609558105,0.9896484613418579,0.0470745675265789,0.935546875,0.98046875,0.9990234375
91,0.984466552734375,0.04653157293796539,0.8870563507080078,0.9705464243888855,0.9985763430595398,0.990234375,0.04708438739180565,0.94140625,0.982421875,0.9990234375
92,0.9856722354888916,0.044107478111982346,0.8913002014160156,0.9741271138191223,0.9985929131507874,0.990234375,0.047158122062683105,0.94140625,0.982421875,0.9990234375
93,0.9855878949165344,0.046198178082704544,0.8942901492118835,0.974609375,0.9985675811767578,0.990429699420929,0.047117408365011215,0.943359375,0.982421875,0.9990234375
94,0.98677659034729,0.042614590376615524,0.8977141380310059,0.976646900177002,0.9990560412406921,0.9906250238418579,0.04692233353853226,0.9453125,0.982421875,0.9990234375
95,0.9853286743164062,0.0465434268116951,0.8947844505310059,0.9689188003540039,0.9985762238502502,0.9906250238418579,0.04671819880604744,0.9453125,0.982421875,0.9990234375
96,0.9860761761665344,0.0471532978117466,0.894615650177002,0.9736328125,0.998511016368866,0.990429699420929,0.046655166894197464,0.943359375,0.982421875,0.9990234375
97,0.9858819842338562,0.04533114656805992,0.8916136622428894,0.9724151492118835,0.9989909529685974,0.990429699420929,0.04667307808995247,0.943359375,0.982421875,0.9990234375
98,0.9851080775260925,0.04403264820575714,0.8914448618888855,0.97265625,0.998860776424408,0.990429699420929,0.046667370945215225,0.943359375,0.982421875,0.9990234375
99,0.985051155090332,0.045647162944078445,0.8907938003540039,0.9749348759651184,0.9987389445304871,0.9906250238418579,0.04666375741362572,0.9453125,0.982421875,0.9990234375
